\\vanilla roadsTXT. Please ONLY use the roads you need for custom paths, because otherwise load times will be significantly increased and interactions between mods may cause errors and strange behaviour!
\\see here for node positions: https://docs.google.com/spreadsheets/d/1rKWC1aZMPbMLxb9Mx5QbHE-SLYjG2CAybgqgQ87b2eo/view
\\node_from-node_to|(x1,y1),(x2,y2),(x3,y3),(x4,y4),... [etc]
secta_2-secta_6|(1.289616,-0.004235864),(2.221228,0.1051285),(2.87486,0.3099588)
secta_3-secta_4|(0.03564882,-1.138505),(0.8394456,-1.686428),(1.849673,-1.907115)
secta_4-secta_5|(1.889451,-1.887187),(2.874106,-1.540711),(3.989834,-1.037839)
secta_6-secta_5|(2.872129,0.3022719),(3.080307,-0.5129117),(3.934893,-1.036665)
secta_6-secta_7|(2.872129,0.3022719),(4.190824,1.344192),(4.611156,1.276538),(4.841609,0.8532982),(4.851876,0.2163923)
secta_7-secta_5|(4.711145,0.1512157),(3.746618,-0.5751114),(4.025952,-1.077013)
secta_5-secta_8|(4.030359,-1.090894),(4.39647,-1.432863),(4.513244,-2.028678)
sen_0-sen_41|(-7.648105,-1.405872),(-7.391036,-0.9269123),(-7.112813,-0.8433225),(-6.853808,-0.543095)
sen_41-sen_1|(-6.897356,-0.5605298),(-6.750741,-0.1964212),(-6.836956,0.07002282),(-6.285616,0.5338753),(-6.165747,0.7951708),(-6.226389,1.553998),(-6.002827,1.979764),(-5.520961,2.421435)
sen_41-sen_2|(-6.816509,-0.5542268),(-5.952168,-0.5814378),(-5.505734,-0.4116008),(-4.890141,-0.3295171)
sen_41-sen_3|(-6.929379,-0.5598569),(-6.90555,-1.211206),(-6.166824,-1.822839),(-6.182711,-2.251776),(-5.968242,-2.466245),(-5.729943,-2.466245)
sen_1-sen_4|(-5.517048,2.420291),(-5.0019,2.772319),(-4.489963,2.96074),(-4.177112,3.25226),(-3.729167,3.458457)
sen_1-sen_5|(-5.517048,2.420291),(-5.0019,2.772319),(-4.494982,2.584272),(-4.362836,2.193129),(-4.401791,1.88231),(-3.945009,1.480744)
sen_2-sen_6|(-4.820934,-0.3160564),(-4.429396,-0.6958057),(-4.170833,-1.039893),(-3.806515,-1.207425)
sen_3-sen_7|(-5.638507,-2.482633),(-4.953151,-2.554148),(-4.357188,-2.977281),(-3.993652,-3.048797)
sen_4-sen_8|(-3.679326,3.402522),(-3.130082,3.432111),(-2.757079,2.725484)
sen_4-sen_11|(-3.679326,3.402522),(-3.17949,3.438288),(-2.436596,3.416667),(-1.792267,3.367374)
sen_5-sen_9|(-3.981325,1.495157),(-3.675506,1.189842),(-3.208998,0.9614645),(-2.895521,0.7090585),(-2.61412,0.5619626)
sen_6-sen_10|(-3.8478,-1.185496),(-3.429533,-1.481244),(-2.94951,-1.710782),(-2.543506,-1.765101)
sen_7-sen_10|(-3.835327,-3.046514),(-3.552742,-2.987903),(-3.142675,-2.686045),(-2.971229,-2.385772),(-2.636619,-2.125519),(-2.419741,-1.697961)
sen_7-sen_14|(-3.835327,-3.046514),(-3.552742,-2.987903),(-3.142675,-2.686045),(-2.518885,-2.707989),(-1.942611,-2.81333),(-1.459284,-2.788544)
sen_8-sen_12|(-2.711719,2.672981),(-2.129084,2.034354),(-1.788035,1.754275),(-1.427485,1.662511),(-1.03724,1.574517)
sen_9-sen_13|(-2.563697,0.5552074),(-2.126723,0.25475),(-1.660215,-0.09020889),(-1.283589,-0.4591967)
sen_10-sen_13|(-2.494828,-1.777716),(-2.141285,-1.658825),(-1.764381,-1.403632),(-1.446542,-1.031672),(-1.249201,-0.4591967)
sen_11-sen_15|(-1.559199,3.391357),(0.2029817,3.385768),(0.4377806,3.317285),(0.7948706,3.380876)
sen_12-sen_16|(-1.013055,1.510194),(-0.05708691,0.819757)
sen_12-sen_19|(-0.9310868,1.510194),(-0.6991682,1.536976),(0.5440111,2.192719),(1.049479,2.404469),(1.698391,2.889445)
sen_13-sen_16|(-1.199306,-0.4470286),(-0.7946696,0.05362535),(-0.2175189,0.4995288),(-0.03844082,0.7833072)
sen_13-sen_17|(-1.199306,-0.4470286),(-0.4642655,-1.414838),(-0.045421,-1.695154),(0.4537179,-1.378315),(0.9450668,-1.55655),(1.171473,-1.363864)
sen_14-sen_18|(-1.360236,-2.759229),(-0.916188,-2.852052),(-0.2667753,-3.35448),(-0.1665041,-3.595131)
sen_15-sen_19|(0.8132573,3.390874),(1.651254,2.886072)
sen_16-sen_20|(0.01240265,0.7570828),(0.6875191,0.78011),(1.2399,0.5929397),(1.824238,0.6933725)
sen_17-sen_23|(1.207131,-1.330258),(1.662527,-0.9845167),(2.214908,-0.9176359),(2.776062,-1.285092)
sen_18-sen_21|(-0.1459116,-3.631032),(0.9843434,-3.858439),(1.330233,-3.655943),(1.930071,-3.542533)
sen_19-sen_22|(1.632067,2.895918),(2.246263,2.671361),(2.671766,2.52549),(3.264035,2.677729)
sen_20-sen_25|(1.825172,0.6206408),(2.422576,0.6479597),(3.091558,0.9554642),(4.04485,0.8726195)
sen_21-sen_23|(1.959446,-3.520544),(2.329136,-2.993865),(2.281521,-2.717699),(2.738672,-1.936595),(2.623654,-1.685228),(2.768589,-1.3643)
sen_21-sen_26|(1.959446,-3.520544),(2.329136,-2.993865),(3.681399,-2.774837),(4.081412,-2.479405),(4.541091,-2.314143)
sen_22-sen_24|(3.318988,2.75219),(3.623032,3.200888),(3.874548,3.698014)
sen_22-sen_27|(-2.494828,-1.777716),(-1.916641,-1.204437),(-1.717484,-1.573176),(-1.476889,-1.763144),(-1.054392,-1.772546),(-0.8248867,-1.424305),(-0.8031148,-1.169112),(-0.9322714,-0.7522985),(-0.3813666,-0.8196164),(0.3353406,-1.126777)
sen_22-sen_28|(3.318988,2.75219),(4.530792,2.225046),(4.926037,2.238034)
sen_23-sen_25|(2.83999,-1.391872),(3.193061,-1.130338),(3.539148,-0.4916067),(4.008432,0.8418529)
sen_23-sen_26|(2.768068,-1.372257),(2.983388,-1.871199),(3.447611,-2.152348),(4.44144,-2.328884)
sen_24-sen_27|(3.878582,3.760624),(4.340011,3.929526),(5.419261,3.709673),(6.13041,3.406559)
sen_25-sen_28|(4.082981,0.8866667),(4.298399,1.28915),(4.421688,2.040031),(4.776388,2.244666)
sen_25-sen_29|(4.082981,0.8866667),(4.663981,0.3339218),(5.200021,0.2298156),(5.949785,0.1573167)
sen_25-sen_30|(4.082981,0.8866667),(4.663981,0.3339218),(4.957535,-0.4462069),(4.840226,-0.7979324),(5.288458,-1.591524)
sen_26-sen_31|(4.520229,-2.30064),(4.807671,-3.134895),(5.250703,-3.602194),(5.804763,-3.724028)
sen_27-sen_33|(6.156992,3.366436),(6.736676,3.385546),(6.886468,2.97559),(7.130866,2.676007),(6.964479,2.25906),(7.186836,1.719432),(7.549489,0.6551228)
sen_28-sen_27|(4.902893,2.195373),(5.709595,2.503251),(5.84865,3.017619),(6.203351,3.308975)
sen_28-sen_33|(5.048235,2.20143),(5.935602,2.039457),(7.170332,1.43635),(7.575127,0.6363764)
sen_29-sen_33|(6.013408,0.1819344),(6.398921,0.7419481),(6.930082,0.5660497),(7.465565,0.6652087)
sen_30-sen_31|(5.40918,-1.65986),(5.223178,-2.103516),(5.197769,-2.527005),(4.816628,-2.984375),(5.045312,-3.35281),(5.362929,-3.670427),(5.816063,-3.729716)
sen_30-sen_32|(5.40918,-1.65986),(5.921936,-1.629207),(6.37507,-1.358173),(7.145822,-1.353939)
sen_31-sen_32|(5.84114,-3.734959),(6.332722,-3.445978),(6.447063,-3.047898),(6.819734,-2.726045),(6.80703,-2.387254),(7.289808,-1.802837),(7.133117,-1.332764)
sen_32-sen_33|(7.232912,-1.382172),(7.550537,-1.133873),(7.628415,-0.2549284),(7.491055,0.6349044)
sen_33-sen_34|(-0.5136987,-1.105705),(0.40709,-0.8189728)
sen_6-sen_9|(-3.8478,-1.185496),(-3.851225,-0.6066961),(-3.38182,0.003031015),(-2.669199,0.5662934)
sen_9-sen_8|(-2.563697,0.5552074),(-2.783213,1.227414),(-2.780961,1.866068),(-2.46037,2.324605)
sen_13-sen_35|(-1.199306,-0.4470286),(-0.4642655,-1.414838),(-0.1547346,-1.611053)
sen_35-sen_17|(-0.1355342,-1.639424),(0.4263794,-1.406685),(1.183191,-1.409407)
sen_35-sen_18|(-0.2070781,-1.607622),(-0.3129089,-2.57543),(-0.2556393,-3.595835)
sen_12-sen_36|(-1.013055,1.510194),(0.8755239,2.31847),(1.043185,1.993574),(1.399463,1.836366)
sen_36-sen_22|(1.403544,1.875924),(2.298456,2.612644),(2.78409,2.526267),(3.259608,2.726839)
sen_36-sen_37|(1.403544,1.875924),(2.274608,2.087901),(2.934402,1.936839)
sen_36-sen_25|(1.403544,1.875924),(2.274608,1.785776),(3.427262,1.261033),(3.951917,0.8635012)
sen_28-sen_38|(4.902893,2.195373),(5.796317,2.148481),(6.75056,1.551149)
sen_27-sen_38|(6.156992,3.366436),(6.736676,3.385546),(6.886468,2.97559),(7.130866,2.676007),(6.964479,2.25906),(7.067429,1.924524),(6.5624,1.576212)
sen_38-sen_33|(6.768254,1.542539),(7.178651,1.364176),(7.411193,1.138499),(7.465565,0.6652087)
sen_19-sen_37|(1.632067,2.895918),(2.246263,2.671361),(2.333412,2.279367),(2.94485,1.685274)
sen_37-sen_22|(2.957711,1.75202),(3.329401,2.931183)
sen_37-sen_25|(2.997533,1.672862),(3.252411,1.241277),(3.596826,0.9560555),(4.004084,0.8547176)
sen_9-sen_39|(-2.563697,0.5552074),(-2.709101,1.159466),(-2.443682,1.683159),(-2.06655,2.096776)
sen_39-sen_12|(-2.039399,2.011462),(-1.647467,1.723855),(-0.9588406,1.589932)
sen_11-sen_40|(-1.81919,3.422806),(-0.8066668,3.395446),(-0.2281448,2.991267)
sen_40-sen_15|(-0.3443166,2.976157),(-0.3063024,3.337433),(-0.07424939,3.409949),(0.8668554,3.346598)
sen_40-sen_42|(-0.2355418,3.03417),(0.1578037,2.93134),(0.04902875,2.706539),(0.4768766,2.459982),(0.8539627,1.53177),(1.024006,0.8603988),(0.8157063,0.4244879),(0.7246903,-0.00780201),(0.8192561,-0.170665),(1.300768,-0.1176959)
sen_42-sen_17|(1.137797,-0.0965836),(0.9352182,-0.4430331),(1.105768,-0.7627769),(1.201075,-1.416401)
sen_43-sen_32|(6.646636,-2.588506),(6.964084,-1.978732),(7.178739,-1.314837)
sen_31-sen_43|(5.660629,-3.714125),(6.344557,-3.418477),(6.70755,-2.475359)
sen_42-sen_20|(1.137797,-0.0965836),(0.8104116,0.0667001),(1.037707,0.887303),(1.371234,0.9892682),(1.77183,0.6828161)
sen_41-sen_44|(-6.813558,-0.6340566),(-6.723369,0.04380643),(-6.395416,0.4037546),(-5.713302,0.7099582)
sen_44-sen_1|(-5.728522,0.6318184),(-6.198589,1.202822),(-6.132377,1.801149),(-5.517413,2.41479)
sen_44-sen_2|(-5.728522,0.7425319),(-6.095698,0.1306088),(-6.140724,-0.3032774),(-5.828356,-0.528133),(-4.752199,-0.31996)
sen_44-sen_15|(-5.728522,0.6318184),(-6.178988,1.51103),(-5.97286,1.983405),(-5.469518,2.45048),(-4.39394,3.07059),(-3.56345,3.490878),(-1.765268,3.385413),(-0.6719933,3.407116),(0.07805061,3.408991),(0.8837228,3.362772)
sen_44-sen_17|(-5.811696,0.6696249),(-5.103136,0.4628847),(-3.798479,-0.02542937),(-3.05203,-0.4340798),(-1.609426,-1.198846),(-1.233876,-0.7775494),(-0.9691989,-0.7989566),(-0.2133888,-1.617311),(1.302882,-1.320084)
sen_44-sen_20|(-5.728522,0.6318184),(-4.122309,0.5816959),(-3.409573,1.008674),(-2.59703,1.307683),(-1.852971,1.86036),(-0.9414529,1.444592),(-0.2793455,0.9810652),(0.6334791,0.7185638),(1.998523,0.6080532)
sen_44-sen_21|(-5.811696,0.6696249),(-4.845477,0.1794597),(-4.210733,-0.9959451),(-3.034371,-1.73195),(-2.276009,-2.740404),(-1.025926,-2.791968),(0.02890578,-3.689416),(1.151644,-3.779915),(2.024327,-3.518774)
tutorial_0-tutorial_1|(-8.267379,-3.449381),(-7.642954,-3.193557),(-7.394753,-2.839635),(-7.392152,-2.344899)
tutorial_1-tutorial_2|(-7.355191,-2.50934),(-7.427094,-1.877501),(-7.53838,-1.377005)
tutorial_2-sen_41|(-7.578015,-1.513593),(-7.454947,-1.00013),(-7.085894,-0.8539008),(-6.765458,-0.5065973)
sen_27-sen_45|(5.993624,3.35319),(6.405927,3.480326),(6.688845,3.670376),(7.21068,4.020004)
sen_45-sen_33|(7.005231,4.025134),(7.277239,3.509862),(6.991635,3.223793),(6.963928,2.528036),(7.547425,0.5787419)
sen_45-sen_38|(7.005231,4.025134),(7.277239,3.509862),(6.991635,3.223793),(6.960876,2.549396),(7.153114,1.704159),(6.370321,1.609908)
sen_45-sen_46|(7.005231,4.025134),(7.277239,3.509862),(6.906803,3.191981),(7.095891,2.734107)
sen_46-sen_33|(7.027384,2.910136),(7.045092,2.186688),(7.161235,1.711531),(7.523778,0.5809327)
sen_46-sen_38|(7.027384,2.910136),(7.045092,2.186688),(7.12349,1.67077),(6.310668,1.618679)
sen_27-sen_46|(5.993624,3.35319),(6.553282,3.37752),(6.849908,3.163201),(7.107874,2.765773)
sen_12-sen_47|(-1.013055,1.510194),(0.1753401,2.031542),(0.4828013,2.248592)
sen_11-sen_47|(-1.81919,3.422806),(-0.6584987,3.311699),(0.4353906,2.128027)
sen_40-sen_47|(-0.3816893,3.072713),(0.04168591,2.643342),(0.4353906,2.128027)
sen_47-sen_19|(0.189229,2.185679),(0.5694249,2.204223),(0.8817534,2.324521),(1.140093,2.486845),(1.698391,2.889445)
sen_47-sen_36|(0.197875,2.160966),(0.8260982,2.285519),(1.043185,1.993574),(1.588928,1.811653)
sen_47-sen_21|(0.3688701,2.275692),(1.952585,-3.601952)
sen_48-sen_15|(0.386682,-2.67011),(0.779325,3.487152)
sen_48-sen_21|(0.4082163,-2.502637),(0.7121305,-3.197641),(0.3230889,-3.716897),(0.9840708,-3.833975),(2.028305,-3.483921)
sen_18-sen_48|(-0.3036164,-3.671223),(-0.1814597,-3.00014),(0.4774184,-2.531146)
sen_13-sen_48|(-1.199306,-0.4470286),(-0.6293708,-1.299264),(-0.1092893,-1.81109),(0.5056864,-2.675982)
spider_0-spider_2|(-2.936826,-0.1617259),(-2.164463,0.1057452),(-1.525804,0.6185554)
spider_1-spider_3|(-3.428369,-0.9722683),(-3.047888,-1.479979),(-2.406194,-1.519597),(-1.988112,-1.224551),(-1.356732,-0.6288965)
spider_2-spider_4|(-1.703087,0.6355942),(-0.889845,0.2683522),(-0.005737782,-0.004380345),(0.7923589,-0.156977)
spider_2-spider_5|(-1.617784,0.5000513),(-1.348185,1.195506),(-0.815808,1.350263),(0.02274311,1.457903)
spider_3-spider_4|(-1.526298,-0.7151157),(-0.8356822,-0.3224651),(0.02286728,-0.2935328),(0.7900481,-0.1172377)
spider_4-spider_6|(0.5325627,-0.1663754),(1.171664,0.124172),(1.575606,0.3717793),(2.340962,0.6316761)
spider_4-spider_7|(0.5824165,-0.08726184),(1.310652,-0.7649013),(1.914493,-1.237478),(2.952042,-1.381499)
spider_5-spider_6|(-0.3671413,1.421273),(0.6100341,1.358932),(1.392645,1.241956),(1.562406,0.7492119),(2.326605,0.5790786)
spider_6-spider_8|(2.034698,0.6153421),(3.11655,0.469427),(3.989563,0.8539193),(5.057053,1.021286)
spider_7-spider_8|(2.807577,-1.3907),(3.548985,-0.7494091),(4.207294,-0.5312616),(4.576888,-0.1199897),(4.784166,0.4211587),(4.89849,1.092013)
spider_8-spider_9|(4.922456,0.9111302),(4.775848,1.599158),(4.692006,2.11829),(4.577074,2.498499),(3.868741,2.524425)
velka_0-velka_1|(-7.804605,-2.265444),(-7.79133,-2.657627),(-7.889153,-2.922822),(-7.402742,-3.144526),(-7.427178,-3.420887),(-6.968455,-3.58731),(-6.393713,-3.488917)
velka_1-velka_2|(-6.420174,-3.336046),(-6.369805,-2.457772),(-6.211178,-1.625015)
velka_1-velka_3|(-6.235614,-3.38729),(-5.728857,-3.272332),(-5.34892,-2.574534),(-4.788426,-2.123296)
velka_1-velka_4|(-6.222751,-3.428489),(-5.840162,-3.375332),(-5.369287,-3.647033),(-5.015994,-3.458699),(-4.368711,-3.588213),(-3.874055,-3.548468)
velka_2-velka_5|(-6.183131,-1.586577),(-5.9007,-1.090644),(-5.916653,-0.8507995),(-6.171567,-0.6256781),(-6.137949,-0.3051318),(-5.817242,0.04236878)
velka_5-velka_12|(-5.843184,0.0607433),(-5.708277,0.3825107),(-5.85042,0.7045143),(-5.619084,1.18562),(-5.052881,1.613148)
velka_12-velka_13|(-5.019023,1.575355),(-4.161918,1.855419),(-3.363332,1.861034),(-2.929646,1.573089)
velka_3-velka_6|(-4.840616,-2.024331),(-4.680732,-1.240314),(-4.190588,-0.5257785),(-4.043541,0.07693815)
velka_3-velka_7|(-4.796327,-2.121839),(-4.021087,-2.245506),(-3.438581,-2.072634),(-2.683722,-1.633662)
velka_6-velka_13|(-3.979075,0.1798902),(-3.294791,0.7997127),(-2.920773,1.483843)
velka_6-velka_9|(-3.875292,0.08164915),(-3.037199,-0.1402314),(-1.996835,-0.004368424)
velka_7-velka_10|(-2.731038,-1.685485),(-1.645637,-1.278674),(-1.040738,-1.729147),(-0.3059825,-2.251286)
velka_7-velka_9|(-2.737258,-1.621665),(-1.743042,-1.194183),(-2.053067,-0.5448296),(-2.041455,0.06190276)
velka_4-velka_8|(-3.645651,-3.542012),(-2.619876,-3.619265),(-2.130176,-3.446404),(-1.430965,-3.369437)
velka_8-velka_10|(-1.605567,-3.402003),(-1.073171,-2.587984),(-0.3417074,-2.196211)
velka_8-velka_11|(-1.52782,-3.361547),(-1.186052,-2.988631),(-0.7040052,-3.193948),(0.06832845,-3.351336)
velka_9-velka_18|(-2.102898,0.05138642),(-1.122827,-0.5130313),(0.1674076,-0.7086024)
velka_13-velka_14|(-2.919032,1.575355),(-2.194273,2.013674),(-1.251822,2.500698),(-0.9382464,2.850206),(-1.194474,3.20963),(-2.208386,3.560437)
velka_13-velka_16|(-2.844545,1.517404),(-2.012193,1.488436),(-1.251822,1.583129),(-0.4897782,1.747193)
velka_14-velka_15|(-2.218052,3.562493),(-1.338167,3.359299),(-0.5294361,3.658951),(-0.0983682,4.002459),(0.6488844,3.827092)
velka_16-velka_15|(-0.3908595,1.728433),(0.3395845,2.141688),(0.6227685,2.841014),(0.7441041,3.457158),(0.8074939,3.876851)
velka_16-velka_17|(-0.5232853,1.728433),(-0.5554721,1.21221),(-0.2552661,0.6766047),(0.1420113,0.4116774),(0.5822904,0.3093069),(0.9904518,0.732389)
velka_17-velka_19|(0.9845135,0.767741),(1.210433,0.2207655),(1.343795,-0.3071203),(1.923747,-0.3991547),(2.548619,-0.5503421)
velka_18-velka_19|(-0.1263651,-0.6908124),(0.4852107,-0.6065893),(0.7851291,-0.7583201),(1.219115,-0.7118082),(1.609239,-0.5481746),(2.244719,-0.66187),(2.490784,-0.5462027)
velka_10-velka_20|(-0.5692058,-2.176449),(0.2192546,-2.338427),(0.5939706,-2.184671),(1.188116,-2.277694),(2.151718,-2.341446)
velka_11-velka_21|(0.05475235,-3.390968),(0.74327,-3.562217),(1.817088,-3.519671),(2.68333,-3.557495)
velka_20-velka_22|(2.13388,-2.364813),(2.633901,-1.654181),(3.370455,-1.221258),(4.008016,-0.8096781)
velka_19-velka_22|(2.372365,-0.5274608),(3.179641,-0.7048522),(4.008016,-0.7661259)
velka_22-velka_24|(4.040863,-0.7803352),(4.67117,-1.142087),(5.412757,-1.445061),(6.043009,-1.248083)
velka_22-velka_31|(4.022203,-0.7803352),(4.41405,-0.1519476),(4.324264,0.487584),(4.359652,0.9963477),(4.921758,1.701437)
velka_20-velka_34|(2.087231,-2.330594),(2.599139,-2.572551),(3.084853,-2.664532),(4.109469,-2.842731)
velka_21-velka_34|(2.501255,-3.545317),(3.101913,-3.416042),(3.644776,-3.107671),(4.167192,-2.825925)
velka_34-velka_23|(3.689404,-2.803157),(4.359952,-2.953537),(5.350168,-2.948101)
velka_23-velka_24|(5.081688,-3.01203),(5.623792,-2.767818),(5.833374,-2.166306),(5.487971,-1.509829),(6.005373,-1.223212)
velka_23-velka_25|(5.081688,-3.001695),(5.686153,-3.120555),(6.117801,-3.00024),(6.851137,-2.434868),(7.684416,-2.115141)
velka_24-velka_26|(6.014177,-1.27084),(6.457564,-0.6301341),(6.682475,-0.08030385),(7.081246,-0.007882684),(7.518893,0.1895976)
velka_25-velka_26|(7.50253,-2.182628),(8.338283,-1.450409),(8.575583,-0.9294254),(8.306052,-0.4335967),(7.577979,0.1895976)
velka_26-velka_30|(7.570761,0.1567626),(7.164811,0.4461493),(6.694178,0.4449187),(5.676816,0.8924117)
velka_26-velka_31|(7.570761,0.1567626),(7.164811,0.4461493),(6.694178,0.4449187),(5.769808,0.9440889),(4.953515,1.698574)
velka_30-velka_31|(5.789318,0.8605586),(5.38339,1.319649),(4.92769,1.697759)
velka_31-velka_32|(5.021249,1.621804),(4.502578,2.024489),(3.863675,2.325084)
velka_32-velka_33|(4.03353,2.244108),(2.666069,2.599614)
velka_28-velka_31|(7.266561,3.447909),(5.728133,2.908283),(4.82135,2.638465),(4.803907,2.437661),(4.995933,2.175737),(4.975694,1.63228)
velka_29-velka_28|(6.651932,1.743101),(7.000706,1.322507),(7.496763,1.40343),(7.760105,1.877936),(7.376038,2.167979),(7.767553,2.644977),(7.117581,3.436674)
velka_15-velka_27|(0.8013318,3.84401),(1.366706,3.82517),(2.136569,3.731153),(3.088304,4.094952),(3.814314,4.01404)
velka_27-velka_28|(3.694474,3.963786),(4.522503,3.942858),(5.063619,3.711469),(5.591546,3.625546),(6.375751,3.651918),(7.240577,3.387777)
velka_35-velka_9|(-1.57508,-1.306414),(-1.946374,-0.7687297),(-2.027392,0.1245456)
velka_35-velka_10|(-1.657898,-1.189327),(-1.07746,-1.804899),(-0.3238389,-2.236615)
velka_7-velka_35|(-2.888649,-1.689878),(-2.146264,-1.454068),(-1.513388,-1.225735)
velka_9-velka_36|(-2.144659,0.06963086),(-1.599603,-0.2756827),(-0.8680624,-0.4364736)
velka_36-velka_18|(-1.186431,-0.3646397),(-0.5375276,-0.6013857),(0.2223347,-0.6913716)
velka_36-velka_17|(-1.195876,-0.4260265),(-0.6125779,-0.2927306),(-0.4300581,0.5645088),(-0.02282271,0.4988551),(0.5343809,0.272196),(1.043974,0.7488577)
velka_25-velka_37|(7.50253,-2.182628),(8.338283,-1.450409),(8.710606,-0.8047431)
velka_37-velka_26|(8.707592,-0.9643961),(8.259262,-0.3441223),(7.433109,0.2422779)
velka_28-velka_38|(7.266561,3.447909),(6.396386,3.181608),(5.683203,2.980969)
velka_38-velka_31|(6.020551,3.032573),(4.848437,2.647494),(4.803907,2.437661),(4.995933,2.175737),(4.975694,1.63228)
velka_14-velka_39|(-1.948138,3.570672),(-2.318434,3.257151),(-2.205536,3.050195),(-1.685221,2.938412)
velka_39-velka_15|(-1.989377,2.962994),(-1.288724,3.130624),(-1.041508,3.439644),(-0.4923537,3.64659),(-0.0983682,4.002459),(0.6488844,3.827092)
velka_39-velka_20|(-1.914816,3.059108),(2.226149,-2.416658)
velka_21-velka_40|(2.501255,-3.545317),(3.074813,-3.723175),(3.635742,-3.929703),(3.843509,-3.83937),(4.051275,-3.911637),(4.582725,-3.720223)
velka_40-velka_34|(4.578917,-3.74405),(4.032344,-3.687041),(3.942875,-3.387704),(4.085892,-2.798825)
velka_40-velka_16|(4.472177,-3.835541),(-0.4734468,1.791011)
voidhigh_0-voidhigh_1|(6.064785,0.1188007),(5.154559,0.3939185),(4.550521,1.013891),(4.304002,1.43875)
voidhigh_0-voidhigh_2|(6.080661,0.1413909),(5.267133,-0.028338),(4.94478,-0.3294197),(4.488952,-0.6993628),(3.952345,-1.236112)
voidhigh_1-voidhigh_3|(4.408801,1.340046),(3.898605,1.679085),(3.56816,1.813107),(3.01469,1.955546)
voidhigh_2-voidhigh_4|(4.096012,-1.132836),(3.776858,-1.521494),(3.520138,-1.818805),(3.112627,-2.18926)
voidhigh_3-voidhigh_5|(3.250187,1.935412),(2.358573,2.081551),(1.819761,2.949141),(1.219921,3.595148),(0.386976,3.6976)
voidhigh_4-voidhigh_6|(3.255781,-2.054633),(2.246846,-2.772342),(1.45978,-3.289008),(0.4306397,-3.083568)
voidhigh_5-voidhigh_7|(0.620097,3.669163),(-0.2549275,3.746342),(-0.5667067,3.602087),(-0.844865,3.073636),(-1.875248,2.734559)
voidhigh_6-voidhigh_8|(0.6277758,-3.151326),(-0.0945345,-3.16752),(-0.5846552,-3.27565),(-1.214194,-2.926767),(-2.030275,-2.824666)
voidhigh_7-voidhigh_9|(-1.603384,2.798152),(-2.280594,2.435047),(-2.819576,1.97338),(-3.091192,1.674039),(-3.638506,1.395155)
voidhigh_8-voidhigh_10|(-1.801112,-2.850044),(-2.3977,-2.706295),(-2.845595,-2.264904),(-3.239545,-1.836738),(-3.765849,-1.650448)
voidhigh_9-voidhigh_11|(-3.721705,1.483195),(-3.195129,1.340808),(-2.692579,1.049084),(-1.872188,0.6034407)
voidhigh_10-voidhigh_12|(-3.631131,-1.686385),(-2.973546,-1.384223),(-2.432548,-1.04734),(-1.81755,-0.8115727)
voidhigh_11-voidhigh_13|(-2.00524,0.6693416),(-1.010939,0.2483643),(-0.4395145,0.06598736),(-0.1495789,0.1301079),(0.3537762,0.05243179)
voidhigh_12-voidhigh_13|(-2.013053,-0.9159967),(-1.065066,-0.5037134),(-0.4051261,-0.2240318),(-0.2187462,-0.04817061),(0.3800073,0.04814671)
voidhigh_7-voidhigh_15|(-1.558886,2.760103),(-3.120661,2.881974),(-4.002419,3.040738),(-4.405511,3.065452),(-4.713637,3.055967)
voidhigh_15-voidhigh_9|(-4.69671,3.046227),(-3.120661,2.881974),(-2.237989,2.687852),(-2.517095,2.140319),(-3.759891,1.425062)
voidhigh_2-voidhigh_14|(3.999173,-1.137666),(4.162337,-1.880741),(4.346102,-2.433108),(4.703098,-2.763584),(5.303789,-3.300471)
voidhigh_14-voidhigh_4|(5.370869,-3.293187),(4.712523,-2.966038),(4.150146,-2.644138),(3.610264,-2.296303),(3.035216,-2.071975)
voidlow_0-voidlow_1|(-7.776235,-1.684378),(-8.23169,-1.056945),(-8.250563,-0.6398314),(-7.99053,-0.3219364),(-7.170473,-0.2078454),(-6.556248,0.2984892)
voidlow_1-voidlow_2|(-6.662218,0.2465618),(-6.233008,0.5747629),(-5.465264,0.8980025),(-4.68828,1.401993)
voidlow_1-voidlow_3|(-6.592422,0.3023953),(-6.550781,-0.3071849),(-5.919813,-0.9397446),(-5.12674,-1.138659)
voidlow_2-voidlow_4|(-4.834381,1.322504),(-4.281115,1.666994),(-3.448372,2.270037),(-2.637715,2.525671)
voidlow_2-voidlow_5|(-4.813302,1.412689),(-4.357876,1.0577),(-3.995298,0.5956765),(-3.611628,0.1556593)
voidlow_3-voidlow_5|(-5.319613,-1.085662),(-4.64605,-0.7921988),(-4.03586,-0.1973789),(-3.541238,0.2172575)
voidlow_3-voidlow_8|(-5.310739,-1.071122),(-4.75106,-1.55101),(-4.177206,-2.085847),(-3.415905,-2.402791)
voidlow_4-voidlow_9|(-2.876024,2.503023),(-2.133136,2.54864),(-1.800779,2.63741),(-1.161623,2.853277)
voidlow_5-voidlow_6|(-3.750453,0.1652617),(-2.858482,0.3451234),(-2.534417,0.7565519),(-1.586149,0.9081164)
voidlow_5-voidlow_7|(-3.750453,0.1652617),(-2.973624,0.03807715),(-2.568,-0.2941215),(-1.590947,-0.3440561)
voidlow_6-voidlow_10|(-1.776145,0.878531),(-1.037965,0.9516088),(-0.3871726,1.476712),(0.02161139,1.757547)
